photo_id,filename,x1,y1,x2,y2,conf,blur_score,task,Score A,Score B,Score C,Load Factor,Activity score,Coupling Factor,RScore A,RScoreB,RScoreC,Frebascore
263,1_VID_20231026_124349435__f001033__t004.jpg,1288.378418,175.3029327,1478.960327,702.5245972,0.853928268,120.208175,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
264,1_VID_20231026_124349435__f001034__t010.jpg,492.3173523,243.826004,687.4612427,804.8469238,0.831628382,107.686801,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
266,1_VID_20231026_124349435__f001073__t016.jpg,61.88182068,333.8362122,397.0353699,922.8790894,0.820328116,110.7686712,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
268,1_VID_20231026_124349435__f001102__t005.jpg,1572.955933,216.4432983,1743.580933,721.2687378,0.826816738,109.4722993,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
269,1_VID_20231026_124349435__f001114__t018.jpg,972.7005005,223.9481659,1170.044312,724.664978,0.826995075,123.9410378,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
270,1_VID_20231026_124349435__f001123__t004.jpg,1293.133301,187.4482269,1451.06897,705.2227173,0.834847212,113.1816567,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
271,1_VID_20231026_124349435__f001124__t010.jpg,458.4640503,216.8746796,660.9746094,798.5586548,0.839558244,125.8903936,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
273,1_VID_20231026_124349435__f001163__t016.jpg,55.9262886,336.7672119,361.1493835,933.9378662,0.883476377,125.988328,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
274,1_VID_20231026_124349435__f001192__t005.jpg,1552.208984,214.0207672,1741.94873,709.6472778,0.866745651,125.7397706,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
275,1_VID_20231026_124349435__f001204__t018.jpg,964.822876,233.3858948,1156.421021,742.992981,0.848583698,131.8423454,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
276,1_VID_20231026_124349435__f001213__t004.jpg,1234.68042,191.7188873,1435.269287,747.8883667,0.812965095,128.9709016,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
277,1_VID_20231026_124349435__f001214__t010.jpg,475.5462952,253.2840118,688.8411255,823.0334473,0.793214023,115.2557539,DEM,2,1,1,2.0,1.0,1.0,4.0,2.0,4.0,5.0
279,1_VID_20231026_124349435__f001253__t016.jpg,12.58380318,390.0992126,346.9584351,996.4265747,0.850838244,122.4771667,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
280,1_VID_20231026_124349435__f001282__t005.jpg,1488.792236,252.8291168,1677.645386,640.6119385,0.800634503,124.1483872,DEM,2,2,2,2.0,1.0,1.0,4.0,3.0,4.0,5.0
281,1_VID_20231026_124349435__f001294__t018.jpg,941.4243164,289.4603882,1134.202026,774.7747192,0.875076532,145.5553337,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
282,1_VID_20231026_124349435__f001303__t004.jpg,1218.330444,268.9401245,1402.384277,803.8755493,0.863215387,142.8594347,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
283,1_VID_20231026_124349435__f001304__t010.jpg,438.9135132,305.0115051,616.2141724,859.9387207,0.81404072,121.5380333,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
285,1_VID_20231026_124349435__f001343__t016.jpg,46.15812683,454.3833313,363.6736145,982.0014648,0.855427861,127.2924392,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
286,1_VID_20231026_124349435__f001372__t005.jpg,1536.003174,250.3006897,1708.326416,645.9997559,0.790348291,105.5095697,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
288,1_VID_20231026_124349435__f001384__t018.jpg,956.9749756,307.9969177,1144.986938,796.8307495,0.906638265,113.7805896,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
289,1_VID_20231026_124349435__f001393__t004.jpg,1204.571655,279.4762268,1408.342896,807.8243408,0.880984843,117.0002234,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
290,1_VID_20231026_124349435__f001394__t010.jpg,448.7039185,303.0742188,682.1574707,892.0689087,0.876151383,117.2204476,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
293,1_VID_20231026_124349435__f001433__t016.jpg,155.8030548,314.2289734,458.309967,991.9404297,0.885601223,114.2477545,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
295,1_VID_20231026_124349435__f001439__t025.jpg,1390.23291,0.080706932,1796.640503,987.6384277,0.884374619,106.7258109,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
296,1_VID_20231026_124349435__f001474__t018.jpg,1112.32605,240.7433319,1291.736206,739.5542603,0.833845377,110.1506122,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
298,1_VID_20231026_124349435__f001483__t004.jpg,1397.856934,200.2292938,1581.269531,729.5792236,0.842007577,104.7633884,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
299,1_VID_20231026_124349435__f001484__t010.jpg,630.0109253,218.6541748,865.0911255,818.5930176,0.855139434,101.6674577,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
300,1_VID_20231026_124349435__f001497__t026.jpg,1731.36792,200.2023315,1916.556885,641.0670166,0.611060441,107.28871,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
302,1_VID_20231026_124349435__f001523__t016.jpg,82.05996704,312.9704895,435.4772339,961.3213501,0.904162705,100.6752276,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
303,1_VID_20231026_124349435__f001527__t027.jpg,361.1133728,210.3795013,576.4060669,915.1884155,0.747490168,100.8828747,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
304,1_VID_20231026_124349435__f001529__t025.jpg,1403.53772,348.0732117,1779.358521,952.6900024,0.894674659,101.8389475,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
305,1_VID_20231026_124349435__f001573__t004.jpg,1307.179199,248.0427094,1514.12915,736.7510376,0.840165436,102.1910969,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
306,1_VID_20231026_124349435__f001574__t010.jpg,602.2572632,252.2894745,802.52948,815.9403076,0.874065638,102.7405584,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
307,1_VID_20231026_124349435__f001614__t027.jpg,297.9974365,239.8982697,541.7192383,912.444397,0.846776068,103.0917043,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
308,1_VID_20231026_124349435__f001617__t027.jpg,295.6804504,239.289978,538.5186157,914.8536377,0.856293023,104.3207351,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
310,1_VID_20231026_124349435__f001663__t004.jpg,1258.138428,250.2661438,1470.901733,747.5734863,0.85477525,109.7840758,DEM,2,4,3,2.0,1.0,1.0,4.0,5.0,5.0,6.0
311,1_VID_20231026_124349435__f001664__t010.jpg,530.1439819,239.6547394,727.8961182,798.807312,0.860838056,110.7801833,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
312,1_VID_20231026_124349435__f001676__t028.jpg,981.4487915,202.4557648,1141.769165,775.1564331,0.5149737,109.6563216,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
313,1_VID_20231026_124349435__f001692__t028.jpg,977.2371826,207.2768707,1140.772339,780.4749146,0.442863792,103.6726262,DEM,2,1,1,2.0,1.0,1.0,4.0,2.0,4.0,5.0
315,1_VID_20231026_124349435__f001703__t016.jpg,6.315358639,329.5969238,356.9180908,972.4046021,0.871993124,107.7737353,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
316,1_VID_20231026_124349435__f001709__t025.jpg,1282.109009,378.0075684,1680.856934,967.2229004,0.878083467,107.8986796,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
317,1_VID_20231026_124349435__f001719__t028.jpg,973.1567993,222.4466705,1131.913452,775.6644897,0.545635283,107.907934,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
318,1_VID_20231026_124349435__f001725__t026.jpg,1590.533936,246.342392,1771.620117,630.3024902,0.797834694,108.3150559,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
319,1_VID_20231026_124349435__f001753__t004.jpg,1229.789673,232.7455139,1392.934448,725.9505005,0.688769996,108.3711867,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
320,1_VID_20231026_124349435__f001754__t010.jpg,472.1714172,291.6159973,672.710083,819.6055298,0.830707669,108.4609794,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
321,1_VID_20231026_124349435__f001761__t028.jpg,969.315918,241.5992584,1125.965088,775.6729126,0.851810694,104.3569661,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
322,1_VID_20231026_124349435__f001782__t028.jpg,953.1082153,254.5001984,1118.142212,786.4969482,0.751689553,111.6132331,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
324,1_VID_20231026_124349435__f001799__t025.jpg,1227.223022,395.2158508,1627.512451,986.5721436,0.873851299,107.522227,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
325,1_VID_20231026_124349435__f001806__t028.jpg,942.2880859,254.7492523,1110.051514,790.6871948,0.771625817,107.7833387,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
326,1_VID_20231026_124349435__f001843__t004.jpg,1153.956909,271.6712646,1336.673462,796.4865112,0.851908982,114.6669559,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
327,1_VID_20231026_124349435__f001844__t010.jpg,413.2888794,343.6574402,620.6914063,867.1576538,0.825852931,115.437766,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
328,1_VID_20231026_124349435__f001872__t028.jpg,1006.537781,344.3559875,1173.865723,865.0860596,0.708836198,120.3832827,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
330,1_VID_20231026_124349435__f001883__t016.jpg,25.88061523,441.5203857,378.1964111,1034.926758,0.745950639,123.7045736,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
331,1_VID_20231026_124349435__f001889__t025.jpg,1273.309937,507.1775818,1668.842773,1071.056885,0.903265417,100.666321,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
333,1_VID_20231026_124349435__f001933__t004.jpg,1268.344482,378.454071,1456.932983,888.7468262,0.83209455,117.7163,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
334,1_VID_20231026_124349435__f001962__t028.jpg,1040.777222,341.6827087,1221.34729,859.4043579,0.816399455,111.7582374,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
336,1_VID_20231026_124349435__f001973__t016.jpg,27.85095215,464.0505676,417.6599426,1015.815796,0.897588313,100.1060512,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
338,1_VID_20231026_124349435__f001979__t025.jpg,1315.536987,473.0082397,1700.548828,1064.679199,0.897486389,110.7182601,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
339,1_VID_20231026_124349435__f001995__t026.jpg,1628.58252,344.2982483,1795.66394,712.1358032,0.85904336,112.5273284,DEM,2,1,1,2.0,1.0,1.0,4.0,2.0,4.0,5.0
340,1_VID_20231026_124349435__f002000__t031.jpg,273.4705811,318.3040161,491.8645935,989.5599365,0.713413596,113.6415909,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
341,1_VID_20231026_124349435__f002024__t010.jpg,469.4810486,321.2426453,708.6414185,890.0479736,0.883799136,108.725867,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
345,1_VID_20231026_124349435__f002063__t016.jpg,17.13469315,370.6446838,389.7954712,983.5559082,0.855618894,113.9004143,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
346,1_VID_20231026_124349435__f002069__t025.jpg,1259.943115,456.1187744,1647.089844,1050.357422,0.896823585,115.0024166,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
348,1_VID_20231026_124349435__f002085__t026.jpg,1602.975708,362.7113342,1778.023071,716.8081665,0.855436265,116.1261555,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
350,1_VID_20231026_124349435__f002114__t010.jpg,452.1681213,425.1517944,739.0297241,931.0860596,0.885116279,113.7022241,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
352,1_VID_20231026_124349435__f002153__t016.jpg,17.645998,456.1553955,405.008728,1062.74292,0.834385335,111.1642072,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
353,1_VID_20231026_124349435__f002158__t032.jpg,334.4751892,364.7871399,493.3329773,1039.762695,0.633229971,113.0945734,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
354,1_VID_20231026_124349435__f002159__t025.jpg,1260.440674,530.3723145,1637.198975,1065.521484,0.879895985,113.0747745,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
355,1_VID_20231026_124349435__f002175__t026.jpg,1639.614014,389.8283386,1835.199585,830.0239258,0.854095995,120.1100839,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
356,1_VID_20231026_124349435__f002179__t032.jpg,354.2169495,379.864502,611.1025391,1032.684082,0.789923072,125.8931674,DEM,5,4,5,2.0,1.0,1.0,7.0,5.0,9.0,10.0
358,1_VID_20231026_124349435__f002239__t004.jpg,1426.133667,275.0256653,1661.862183,767.6188354,0.886664629,115.7347335,DEM,2,4,3,2.0,1.0,1.0,4.0,5.0,5.0,6.0
359,1_VID_20231026_124349435__f002254__t033.jpg,1496.664307,367.7980652,1875.289307,966.6269531,0.912214935,126.2644451,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
360,1_VID_20231026_124349435__f002266__t032.jpg,438.7969971,249.7989655,722.3890381,936.1976318,0.786174834,122.8185882,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
361,1_VID_20231026_124349435__f002284__t016.jpg,409.2571106,295.5143433,757.6066895,899.7466431,0.907280445,120.4381708,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
362,1_VID_20231026_124349435__f002290__t033.jpg,1752.571411,309.1387329,1920.0,888.5891724,0.528882265,106.0484742,DEM,2,4,3,2.0,1.0,1.0,4.0,5.0,5.0,6.0
364,1_VID_20231026_124349435__f002374__t016.jpg,394.7327576,342.1474915,726.1831055,923.6275635,0.876891494,110.1344303,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
365,1_VID_20231026_124349435__f002412__t010.jpg,882.6468506,250.5409698,1100.046265,783.6922607,0.823781967,113.8500824,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
366,1_VID_20231026_124349435__f002419__t004.jpg,1581.511475,245.5005646,1810.212158,739.5894775,0.86228627,109.4712171,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
369,1_VID_20231026_124349435__f002464__t016.jpg,404.833374,331.3977661,731.6868896,938.8919678,0.868427932,118.4827432,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
371,1_VID_20231026_124349435__f002502__t010.jpg,871.2529297,271.9248352,1085.499146,818.6385498,0.815618753,111.8747797,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
372,1_VID_20231026_124349435__f002509__t004.jpg,1572.97937,233.0201263,1767.35083,776.3910522,0.862202346,113.7500253,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
373,1_VID_20231026_124349435__f002543__t004.jpg,1495.884644,326.0444641,1712.718994,852.2979736,0.846703708,106.6103322,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
374,1_VID_20231026_124349435__f002558__t016.jpg,286.9125671,431.4578857,657.4779053,1037.401733,0.886548042,118.064944,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
375,1_VID_20231026_124349435__f002592__t032.jpg,569.2193604,303.1435547,763.0395508,968.9529419,0.746401668,122.9199889,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
376,1_VID_20231026_124349435__f002594__t010.jpg,815.4500122,331.0595093,1044.234619,850.2178955,0.819656968,126.6648701,DEM,2,1,1,2.0,1.0,1.0,4.0,2.0,4.0,5.0
377,1_VID_20231026_124349435__f002598__t036.jpg,1290.982056,272.2242126,1486.879395,830.3901978,0.877768695,130.8342303,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
380,1_VID_20231026_124349435__f002648__t016.jpg,318.1329651,279.5974426,608.4840698,935.5516357,0.852223396,105.5925099,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
381,1_VID_20231026_124349435__f002682__t032.jpg,622.8951416,223.2618256,909.3162842,940.1751099,0.806494355,118.3908571,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
382,1_VID_20231026_124349435__f002684__t010.jpg,910.4343262,346.8546143,1136.728394,818.9214478,0.82043308,119.0420013,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
384,1_VID_20231026_124349435__f002705__t004.jpg,1756.608521,284.5528564,1914.874756,690.5289917,0.78745383,217.7487216,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
385,1_VID_20231026_124349435__f002716__t016.jpg,485.6671448,390.0282288,761.5564575,885.4715576,0.796117425,219.3141091,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
387,1_VID_20231026_124349435__f002730__t039.jpg,1494.715454,399.5776367,1789.983765,863.4797363,0.803659141,219.6136373,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
388,1_VID_20231026_124349435__f002740__t040.jpg,1316.643921,291.0898132,1473.715332,715.7062988,0.840806365,184.6078296,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
390,1_VID_20231026_124349435__f002771__t040.jpg,1293.007202,295.9772034,1442.717041,713.2491455,0.839968562,216.6521347,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
391,1_VID_20231026_124349435__f002775__t039.jpg,1446.742554,385.4108582,1731.571167,848.0944214,0.735209167,214.8892279,DEM,6,4,7,2.0,1.0,1.0,8.0,5.0,10.0,11.0
392,1_VID_20231026_124349435__f002777__t010.jpg,736.7484131,284.6072998,892.5437622,753.1369629,0.731517613,207.5467507,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
393,1_VID_20231026_124349435__f002785__t040.jpg,1252.789063,272.4391174,1407.572876,685.7825317,0.822476745,184.0803689,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
394,1_VID_20231026_124349435__f002788__t036.jpg,1425.399658,248.674881,1568.130615,593.5952148,0.814172089,184.4866951,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
395,1_VID_20231026_124349435__f002795__t004.jpg,1766.85022,278.8510742,1914.361938,667.3192749,0.727318108,176.3395399,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
396,1_VID_20231026_124349435__f002806__t016.jpg,402.2255554,420.7066956,666.1262207,920.4929199,0.653866708,186.068464,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
398,1_VID_20231026_124349435__f002820__t039.jpg,1343.333618,403.8475037,1620.711548,868.6985474,0.820681632,192.5825878,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
399,1_VID_20231026_124349435__f002830__t040.jpg,1192.416748,335.6109009,1351.193848,744.7531738,0.852471173,181.7124481,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
404,1_VID_20231026_124349435__f002916__t036.jpg,1190.833618,299.3348083,1345.202759,718.50177,0.865253627,246.4030957,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
405,1_VID_20231026_124349435__f002919__t010.jpg,675.1705322,315.2788696,829.1724854,780.2000122,0.799176216,242.8518537,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
408,1_VID_20231026_124349435__f002963__t004.jpg,1695.316284,281.2467346,1847.92334,688.5884399,0.811711788,231.3003882,DEM,3,1,2,2.0,1.0,1.0,5.0,2.0,4.0,5.0
410,1_VID_20231026_124349435__f002976__t016.jpg,400.8266296,486.2451477,663.0221558,950.8999634,0.748414338,235.5997852,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
413,1_VID_20231026_124349435__f003006__t036.jpg,1246.23938,339.2911072,1417.907959,754.3311157,0.895193934,236.5928959,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
414,1_VID_20231026_124349435__f003009__t010.jpg,737.4710083,397.0169067,896.3375244,814.4663696,0.802447557,225.8066335,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
417,1_VID_20231026_124349435__f003053__t004.jpg,1736.341553,370.4233398,1889.990967,786.0582886,0.813379884,228.4695218,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
421,1_VID_20231026_124349435__f003066__t016.jpg,364.7522278,444.322113,651.6629639,926.211731,0.857404947,240.9764688,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
423,1_VID_20231026_124349435__f003096__t036.jpg,1245.945435,384.0929565,1426.859375,750.0002441,0.851883054,241.4818485,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
424,1_VID_20231026_124349435__f003099__t010.jpg,703.5540771,390.97052,852.9137573,823.8417969,0.737151444,240.8034239,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
427,1_VID_20231026_124349435__f003140__t050.jpg,1365.417114,511.7964478,1698.263672,947.499939,0.852363229,228.0015271,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
428,1_VID_20231026_124349435__f003143__t004.jpg,1711.30127,426.003418,1862.995117,845.8759155,0.875382841,231.6366133,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
430,1_VID_20231026_124349435__f003156__t016.jpg,310.2778625,437.7284546,550.7427979,950.868042,0.877250135,243.3360232,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
431,1_VID_20231026_124349435__f003179__t048.jpg,552.3753662,438.938385,750.9402466,947.3782959,0.845424175,241.3328384,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
432,1_VID_20231026_124349435__f003186__t036.jpg,1203.455566,414.2948303,1394.902588,820.1478271,0.846442401,242.6229033,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
433,1_VID_20231026_124349435__f003189__t010.jpg,666.5656738,462.3189087,870.8460083,876.6793213,0.831323206,240.1985553,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
435,1_VID_20231026_124349435__f003224__t048.jpg,592.6413574,419.6591492,820.4112549,946.4763184,0.860123634,238.5030824,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
436,1_VID_20231026_124349435__f003230__t050.jpg,1416.228516,501.5402222,1755.522583,958.2897949,0.839687467,232.5943995,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
439,1_VID_20231026_124349435__f003246__t016.jpg,391.9040527,506.9156799,654.1870728,994.3388672,0.888371825,242.8873836,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
440,1_VID_20231026_124349435__f003269__t048.jpg,654.8895874,441.6632385,875.9477539,971.1079102,0.780811787,243.4375931,DEM,4,4,4,2.0,1.0,1.0,6.0,5.0,8.0,9.0
441,1_VID_20231026_124349435__f003276__t036.jpg,1320.978882,413.6642456,1506.435059,824.7021484,0.867799819,257.3178306,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
442,1_VID_20231026_124349435__f003279__t010.jpg,863.0263672,429.7127991,1006.376892,856.2932739,0.81717509,261.8819547,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
447,1_VID_20231026_124349435__f003336__t016.jpg,412.4320068,476.6911011,671.43927,960.4221191,0.888400137,270.2981531,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
450,1_VID_20231026_124349435__f003366__t036.jpg,1290.881226,409.8015442,1444.437866,814.2790527,0.837780893,262.1228561,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
451,1_VID_20231026_124349435__f003369__t010.jpg,813.9642334,393.7362671,983.8381958,848.9049072,0.790994108,258.2299232,DEM,5,2,4,2.0,1.0,1.0,7.0,3.0,7.0,8.0
453,1_VID_20231026_124349435__f003410__t050.jpg,1413.592285,506.1689148,1751.977417,978.9758301,0.899504781,257.8067506,DEM,6,2,6,2.0,1.0,1.0,8.0,3.0,8.0,9.0
454,1_VID_20231026_124349435__f003413__t004.jpg,1766.080322,416.9526062,1910.0448,815.541626,0.839017332,262.711718,DEM,4,1,3,2.0,1.0,1.0,6.0,2.0,6.0,7.0
456,1_VID_20231026_124349435__f003426__t016.jpg,352.0014343,485.6043091,646.9842529,956.8279419,0.85158354,263.3414258,DEM,5,1,4,2.0,1.0,1.0,7.0,2.0,7.0,8.0
458,1_VID_20231026_124349435__f003456__t036.jpg,1225.684448,431.2888794,1373.636597,804.9584351,0.824681222,241.8779986,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
459,1_VID_20231026_124349435__f003459__t010.jpg,763.2597656,406.9208374,925.4247437,840.8563232,0.749859035,246.5900989,DEM,2,1,1,2.0,1.0,1.0,4.0,2.0,4.0,5.0
461,1_VID_20231026_124349435__f003500__t050.jpg,1376.849854,503.2718201,1716.057617,973.989624,0.892343223,248.2854079,DEM,7,2,7,2.0,1.0,1.0,9.0,3.0,9.0,10.0
462,1_VID_20231026_124349435__f003503__t004.jpg,1626.669922,391.6326294,1821.279175,811.8984375,0.862339973,239.0273088,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
464,1_VID_20231026_124349435__f003516__t016.jpg,418.0002136,442.3306274,744.1778564,969.9419556,0.85514909,240.5046705,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
466,1_VID_20231026_124349435__f003546__t036.jpg,1242.744995,440.3223572,1390.578003,859.9647217,0.837714314,233.3154726,DEM,3,2,3,2.0,1.0,1.0,5.0,3.0,4.0,5.0
467,1_VID_20231026_124349435__f003549__t010.jpg,734.3104248,439.4360657,933.9276733,891.7372437,0.81578666,237.358572,DEM,3,4,3,2.0,1.0,1.0,5.0,5.0,6.0,7.0
468,1_VID_20231026_124349435__f003569__t055.jpg,590.2355347,447.1158142,784.6408691,976.0209351,0.763430119,232.37432,DEM,4,2,4,2.0,1.0,1.0,6.0,3.0,6.0,7.0
470,1_VID_20231026_124349435__f003590__t050.jpg,1427.203857,501.746521,1762.371216,975.3169556,0.881315529,239.8810016,DEM,7,4,8,2.0,1.0,1.0,9.0,5.0,10.0,11.0
